#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-30T09:16:54 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ5249414e4699 
#INFO -out.max=9999 
#INFO queryParameters=22 
#-oc.form=sexa
#-out.max=9999
#-out.src=J/A+A/523/A58/table4
#-nav=cat:J/A+A/523/A58&tab:{J/A+A/523/A58/table4}&key:source=J/A+A/523/A58&HTTPPRM:&&-ref=VIZ5249414e4699&-out.max=9999&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambdaO&-out=lambdaT&-out=vl&-out=vu&-out=Omegal&-out=Omegau&-out=Jl&-out=Ju&-out=B&-out=A&-out=sA&-out=El&-out=Dlambda&-out=Blend&-out=Cl&-out=Comment&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/523/A58/table4
#-source=J/A+A/523/A58/table4
#-order=I
#-out=lambdaO
#-out=lambdaT
#-out=vl
#-out=vu
#-out=Omegal
#-out=Omegau
#-out=Jl
#-out=Ju
#-out=B
#-out=A
#-out=sA
#-out=El
#-out=Dlambda
#-out=Blend
#-out=Cl
#-out=Comment
#

#RESOURCE=yCat_35230058
#Name: J/A+A/523/A58
#Title: PDF Atlas and spectra of FeH molecule in LHS 2 (Wende+, 2010)
#Table J_A_A_523_A58_table4:
#Name: J/A+A/523/A58/table4
#Title: FeH line data (see the \aFile{J/A+A/523/A58/fehatlas.pdf}{PDF Atlas} and the \vGraph{J/A+A/523/A58/table2}{--bitmap-size=600x400}{spectra})
#---Details of Columns:
    lambdaO (0.1nm) (F10.4) Observed position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    lambdaT (0.1nm) (F10.4) Theoretical position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    vl              (I1)    Lower vibrational state [ucd=phys.atmol.configuration]
    vu              (I1)    Upper vibrational state [ucd=phys.atmol.configuration]
    Omegal          (F4.1)  Lower {Omega} [ucd=phys.atmol.qn]
    Omegau          (F4.1)  Upper {Omega} [ucd=phys.atmol.qn]
    Jl              (F4.1)  Lower rotational state [ucd=phys.mol.qn]
    Ju              (F4.1)  Upper rotational state [ucd=phys.mol.qn]
    B               (I1)    [1/3] Branch: 1=P-branch, 2=Q-branch, 3=R-branch [ucd=meta.code]
    A (s-1)         (F9.2)  Einstein A value [ucd=phys.atmol.transProb]
    sA              (F8.4)  Scaling factor for A [ucd=arith.factor]
    El (eV)         (F6.3)  Lower level energy [ucd=phys.energy;phys.atmol.level]
    Dlambda (0.1nm) (F7.4)  Position correction [ucd=arith.factor;pos]
    Blend           (F6.3)  Blend fraction [ucd=meta.code]
    Cl              (A2)    Classification of the line (1) [ucd=meta.code.class]
    Comment         (A17)   Comment, if the line is blended by and atomic feature, or if the classification of the line did not agree with the scaling factor of the Einstein A values (class {ne} s_A_) [ucd=meta.note]
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
                                                                          D                                  
lambd      lambd      v v Om   Om                                  E      lambda                             
aO (0.1nm) aT (0.1nm) l u egal egau Jl   Ju   B A (s-1)   sA       l (eV) (0.1nm) Blend  Cl Comment          
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
10514.4720 10514.4620 0 0  0.5  1.5 18.5 19.5 3    936.13  11.3395  0.404 -0.0100  0.182 Q  
10515.9790 10515.9770 1 1  2.5  2.5 10.5  9.5 1 273299.58   0.1452  0.333 -0.0020  1.000 R  
10516.3560 10516.3640 0 0  2.5  2.5 21.5 20.5 1 490893.73   0.3709  0.393  0.0080  1.000 P  
10517.0750 10517.0610 0 0  0.5  0.5 15.5 14.5 1 523747.83   0.6569  0.315 -0.0140  1.000 P  
10518.9840 10519.5170 0 0  3.5  3.5 29.5 29.5 2   9620.51   1.1451  0.645  0.5330  0.057 Q  
10518.9840 10519.5170 1 1  0.5  0.5 18.5 19.5 3 277731.85   1.1451  0.607  0.5330  0.943 P  
10520.0140 10520.6460 0 0  3.5  3.5 36.5 37.5 3 489012.82   2.1167  0.984  0.6320  1.000 Pb 
10521.5850 10521.6970 0 0  3.5  3.5 33.5 34.5 3 485859.87   0.9644  0.842  0.1120  0.966 Pb class {ne} s_A_
10521.5850 10521.7080 1 1  1.5  1.5 13.5 13.5 2   6934.71   0.9644  0.432  0.1230  0.034 Q  
10522.1570 10522.1730 0 0  3.5  3.5 24.5 23.5 1 494448.41   0.4311  0.442  0.0160  1.000 P  
10522.3890 10522.3840 0 0  1.5  1.5 18.5 17.5 1 512099.67   0.4417  0.352 -0.0050  1.000 P  
10522.7830 10522.8380 0 0  3.5  3.5 28.5 28.5 2  10398.50   4.8415  0.615  0.0550  1.000 Q  
10523.8330 10523.8450 1 1  1.5  1.5  9.5  8.5 1 290621.94   0.2086  0.353  0.0120  0.849 R  
10523.8330 10523.8570 0 1  3.5  3.5 38.5 37.5 1 133659.59   0.2086  1.100  0.0240  0.151 P  
10524.0990 10524.0890 0 0  1.5  1.5 18.5 17.5 1 512204.92   0.3548  0.353 -0.0100  0.995 P  
10525.0360 10525.0530 3 4  2.5  2.5 23.5 22.5 1 137089.25   1.5503  1.064  0.0170  1.000 P  
10525.3220 10525.3190 0 0  0.5  0.5 15.5 14.5 1 523753.91   0.2100  0.315 -0.0030  0.994 R  
10525.6820 10525.6950 0 0  1.5  2.5 15.5 15.5 2   2187.52   8.7951  0.268  0.0130  1.000 Q  
10526.2400 10526.2050 1 1  0.5  0.5  6.5  5.5 1 306995.20   0.4929  0.349 -0.0350  0.414 P  
10526.2400 10526.2380 1 1  3.5  3.5  9.5  8.5 1 256691.32   0.4929  0.284 -0.0020  0.586 P  
10526.4840 10526.4820 1 1  2.5  2.5 10.5  9.5 1 272756.86   0.2601  0.334 -0.0020  1.000 P  
10526.9790 10526.9920 1 1  3.5  3.5  9.5  8.5 1 256398.44   0.4547  0.284  0.0130  1.000 P  
10529.7240 10529.7410 1 1  3.5  3.5 18.5 18.5 2  15628.42   1.2917  0.467  0.0170  1.000 Q  
10531.5130 10531.4710 1 1  3.5  2.5 21.5 20.5 1  11514.64   2.7779  0.561 -0.0420  0.612 Q  
10531.5130 10531.5150 0 0  2.5  3.5 17.5 17.5 2   3022.36   2.7779  0.275  0.0020  0.388 Q  
10534.9730 10534.9540 0 0  2.5  3.5 12.5 11.5 1  13099.75   5.0071  0.153 -0.0190  1.000 Q  
10538.9890 10538.9960 1 1  1.5  1.5  9.5  8.5 1 290380.77   0.3012  0.355  0.0070  0.997 P  
10539.2190 10539.3740 1 1  0.5  0.5 16.5 17.5 3 276597.97   0.2976  0.554  0.1550  1.000 P  
10540.5600 10540.3180 1 1  2.5  2.5 23.5 24.5 3 268564.44   0.5888  0.676 -0.2420  1.000 P  
10540.8170 10540.7840 1 1  3.5  3.5 10.5  9.5 1 261901.46   0.3021  0.298 -0.0330  0.957 R  
10542.0590 10542.0620 1 1  3.5  3.5 10.5  9.5 1 261597.96   0.3756  0.298  0.0030  1.000 P  
10542.3790 10542.4400 2 3  0.5  0.5 25.5 24.5 1 180738.96   2.8741  1.068  0.0610  1.000 P  
10542.6410 10542.6620 1 1  2.5  2.5 11.5 10.5 1 274027.01   0.2831  0.350  0.0210  0.978 R  
10545.0230 10544.9750 0 0  1.5  1.5 20.5 19.5 1 511540.34   0.0967  0.408 -0.0480  0.717 R  
10545.0240 10545.0080 1 1  0.5  0.5  7.5  6.5 1 304098.41   0.0964  0.361 -0.0160  0.283 R  
10549.4330 10549.4580 0 0  3.5  3.5 24.5 23.5 1 495160.08   0.3976  0.446  0.0250  0.712 P  
10549.4330 10549.4800 1 1  1.5  1.5 21.5 22.5 3 275981.80   0.3976  0.656  0.0470  0.286 P  
10549.6690 10549.5920 2 2  3.5  2.5  7.5  6.5 1   2869.52  32.4883  0.468 -0.0770  1.000 Q  
10550.2500 10550.3150 1 1  1.5  1.5 21.5 22.5 3 275594.82   0.6925  0.656  0.0650  1.000 P  
10551.8610 10551.8740 0 0  2.5  3.5 12.5 11.5 1  13277.05   6.0432  0.155  0.0130  1.000 Q  
10555.3350 10555.3260 1 1  1.5  1.5 10.5  9.5 1 290257.62   0.3083  0.370 -0.0090  1.000 R  
10556.2220 10556.2850 1 2  0.5  0.5 29.5 28.5 1 188065.54   4.3162  1.042  0.0630  1.000 Pb 
10556.7450 10556.7640 1 1  3.5  3.5 11.5 10.5 1 265527.84   0.3599  0.314  0.0190  0.995 P  
10557.1460 10557.1540 1 1  2.5  2.5 11.5 10.5 1 273509.36   0.2885  0.351  0.0080  1.000 P  
10558.7290 10558.7370 1 1  3.5  3.5 11.5 10.5 1 265230.06   0.4484  0.314  0.0080  1.000 P  
10559.2800 10559.2940 0 0  2.5  2.5 21.5 20.5 1 491582.34   0.3627  0.398  0.0140  1.000 P  
10559.9720 10559.9410 1 1  0.5  0.5  7.5  6.5 1 304098.32   0.4007  0.362 -0.0310  1.000 R  
10561.3470 10561.3570 0 0  2.5  2.5 22.5 21.5 1 491016.73   0.2174  0.427  0.0100  1.000 P  
10566.3800 10566.3460 0 0  2.5  3.5 13.5 12.5 1  13917.67   3.6107  0.174 -0.0340  0.760 Q  
10566.3800 10566.3790 1 1  2.5  2.5 17.5 17.5 2   9519.27   3.6107  0.488 -0.0010  0.240 Q  
10566.8410 10566.8260 0 0  0.5  0.5 16.5 15.5 1 522793.20   0.2833  0.343 -0.0150  1.000 P  
10569.4640 10569.4730 0 0  0.5  0.5 30.5 31.5 3 499843.12   0.3833  0.876  0.0090  1.000 P  
10570.4950 10570.3550 0 0  1.5  1.5 19.5 18.5 1 511857.31   0.2070  0.384 -0.1400  1.000 P  
10570.6250 10570.5560 0 0  0.5  0.5 16.5 15.5 1 522802.43   0.3141  0.344 -0.0690  1.000 P  
10577.1610 10577.0520 1 1  0.5  0.5 17.5 18.5 3 277224.08   0.2323  0.587 -0.1090  0.424 P  
10577.1610 10577.0860 1 1  3.5  3.5 12.5 11.5 1 267836.24   0.2323  0.331 -0.0750  0.576 R  
10577.8670 10577.9140 0 0  1.5  1.5 32.5 33.5 3 494652.55   0.7248  0.902  0.0470  1.000 Pb class {ne} s_A_
10578.5520 10578.5520 0 0  3.5  3.5 37.5 38.5 3 489351.20   1.4094  1.037  0.0000  0.955 Pb 
10578.5520 10578.5740 2 4  2.5  2.5 35.5 34.5 1  89849.70   1.4094  1.449  0.0220  0.045 Q  
10581.2040 10581.1370 0 0  1.5  2.5 23.5 24.5 3   2416.96   3.9784  0.524 -0.0670  0.096 Q  
10581.2040 10581.1480 2 3  3.5  3.5 31.5 30.5 1 172956.64   3.9784  1.141 -0.0560  0.904 Pb 
10582.1940 10582.1340 1 1  0.5  0.5  8.5  7.5 1 301873.79   0.2934  0.376 -0.0600  1.000 R  
10588.8560 10588.8570 1 1  2.5  2.5 12.5 11.5 1 273916.59   0.4158  0.370  0.0010  0.989 P  
10590.9390 10590.9760 0 1  3.5  3.5 41.5 40.5 1 134993.16   1.3056  1.256  0.0370  1.000 P  
10591.2260 10591.1670 1 1  1.5  1.5 11.5 10.5 1 289839.07   0.2795  0.388 -0.0590  1.000 P  
10591.6940 10591.6720 1 1  3.5  3.5 13.5 12.5 1 269990.67   0.2900  0.349 -0.0220  1.000 P  
10591.9130 10592.0310 1 1  0.5  0.5 18.5 19.5 3 277637.41   0.2644  0.613  0.1180  1.000 P  
10593.3930 10593.3890 0 0  3.5  3.5 25.5 24.5 1 495745.33   0.5289  0.483 -0.0040  0.995 Pb class {ne} s_A_
10596.1670 10596.1390 1 1  3.5  3.5 13.5 12.5 1 269754.85   0.3370  0.350 -0.0280  1.000 P  
10596.2650 10596.2850 1 1  0.5  0.5  8.5  7.5 1 301881.54   0.1857  0.377  0.0200  0.519 R  
10596.2650 10596.2960 1 1  1.5  1.5 22.5 23.5 3 275768.59   0.1857  0.692  0.0310  0.473 R  
10599.7440 10599.4740 1 1  2.5  2.5 24.5 25.5 3 266880.60   1.6403  0.714 -0.2700  0.998 Pb 
10600.0430 10599.6430 0 0  1.5  1.5 34.5 35.5 3 496311.90   1.2338  1.001 -0.4000  1.000 Pb 
10602.4610 10602.3740 1 1  3.5  3.5 27.5 28.5 3 270723.70   1.2614  0.774 -0.0870  0.997 Pb 
10603.4110 10603.3630 1 1  2.5  2.5 13.5 12.5 1 274504.14   0.2575  0.389 -0.0480  0.371 R  
10603.4110 10603.3860 0 0  3.5  3.5 26.5 25.5 1 495339.42   0.2575  0.517 -0.0250  0.629 P  
10606.4010 10606.3210 0 1  1.5  1.5 37.5 36.5 1 135674.56   3.3743  1.161 -0.0800  0.852 Pb 
10606.4010 10606.3660 1 1  2.5  3.5 12.5 13.5 3   3530.12   3.3743  0.369 -0.0350  0.148 Q  
10606.7010 10606.7480 1 2  1.5  1.5 33.5 32.5 1 184782.46   0.3961  1.163  0.0470  0.808 P  
10606.7010 10606.8050 3 4  0.5  0.5 32.5 33.5 3 141226.94   0.3961  1.514  0.1040  0.192 P  
10606.9910 10607.0180 0 0  2.5  2.5 22.5 21.5 1 491877.03   0.3990  0.433  0.0270  1.000 P  
10608.6010 10608.7630 0 0  2.5  2.5 23.5 22.5 1 491136.60   0.4710  0.463  0.1620  1.000 P  
10608.7770 10608.9540 0 0  0.5  0.5 30.5 31.5 3 499812.23   0.8577  0.871  0.1770  1.000 Pb class {ne} s_A_
10609.2810 10609.7190 1 1  3.5  3.5 14.5 13.5 1 271383.81   0.3535  0.369  0.4380  1.000 P  
10612.2680 10612.2640 1 1  1.5  1.5 11.5 10.5 1 289624.51   0.2809  0.391 -0.0040  1.000 R  
10614.2210 10614.2350 1 1  3.5  3.5 14.5 13.5 1 271203.94   0.4064  0.369  0.0140  1.000 P  
10618.7030 10618.7550 0 0  0.5  0.5 17.5 16.5 1 521952.67   0.8199  0.373  0.0520  0.996 P  
10619.1720 10619.1270 3 4  1.5  1.5 24.5 23.5 1 143388.75   3.7131  1.146 -0.0450  1.000 Pb 
10620.0460 10619.9840 0 0  2.5  3.5 27.5 28.5 3  10726.77   1.5052  0.619 -0.0620  1.000 Q  
10620.3540 10620.3900 0 0  0.5  0.5 17.5 16.5 1 521964.02   0.4679  0.373  0.0360  1.000 P  
10620.6160 10620.6610 1 1  2.5  2.5 19.5 19.5 2   7558.40   3.0589  0.544  0.0450  0.809 Q  
10621.6940 10621.7550 1 1  0.5  0.5  9.5  8.5 1 300118.10   0.2593  0.393  0.0610  1.000 R  
10622.3130 10622.1840 1 1  2.5  2.5 25.5 26.5 3 269060.37   0.3121  0.751 -0.1290  1.000 P  
10622.4950 10622.4550 1 1  2.5  2.5 13.5 12.5 1 274122.84   0.2009  0.391 -0.0400  1.000 P  
10623.8430 10623.8770 0 0  2.5  3.5 14.5 13.5 1  14695.34   5.1716  0.199  0.0340  1.000 Q  
10624.2030 10625.0050 0 0  1.5  1.5 20.5 19.5 1 511305.49   0.1141  0.416  0.8020  0.988 P  
10624.2150 10624.4970 1 1  3.5  3.5 26.5 27.5 3 268859.23   0.3030  0.739  0.2820  1.000 P  
10624.9750 10625.0280 1 1  2.5  3.5 12.5 13.5 3   3679.73  65.2702  0.370  0.0530  0.012 Q  
10629.2040 10629.1270 1 1  1.5  1.5 23.5 24.5 3 276559.07   0.6020  0.727 -0.0770  1.000 P  
10629.4970 10629.5570 1 1  1.5  1.5 12.5 11.5 1 289404.08   0.3049  0.408  0.0600  1.000 P  
10631.9500 10632.1110 2 3  2.5  2.5 31.5 30.5 1 170357.12   3.2447  1.197  0.1610  0.946 Pb 
10634.1520 10634.4290 2 2  1.5  1.5  8.5  9.5 3 128945.00   2.9324  0.545  0.2770  1.000 P  
10635.0300 10635.0170 1 1  0.5  0.5  9.5  8.5 1 300131.07   0.1856  0.393 -0.0130  1.000 R  
10635.2430 10635.3790 1 1  2.5  2.5 14.5 13.5 1 274487.49   1.0392  0.410  0.1360  1.000 P  
10635.6150 10635.6960 2 2  1.5  1.5  3.5  4.5 3 111467.66   1.0287  0.494  0.0810  0.867 P  
10635.6150 10635.7070 0 0  2.5  3.5 20.5 20.5 2   2448.75   1.0287  0.365  0.0920  0.133 Q  
10637.3890 10637.3930 2 2  1.5  1.5  2.5  3.5 3  99539.49   0.7049  0.488  0.0040  0.881 P  
10639.7480 10639.7350 0 0  3.5  3.5 26.5 25.5 1 496284.08   0.4064  0.521 -0.0130  0.993 P  
10640.0760 10640.2000 2 2  1.5  1.5  5.5  6.5 3 122450.36   1.1002  0.510  0.1240  0.860 P  
10644.5850 10644.6390 2 2  2.5  2.5  5.5  6.5 3 110868.73   0.8418  0.479  0.0540  1.000 P  
10648.6330 10648.6290 1 1  3.5  3.5 15.5 14.5 1 272435.30   0.4391  0.392 -0.0040  0.983 P  
10649.9030 10649.9680 2 2  2.5  2.5  3.5  4.5 3  87449.46   1.6502  0.463  0.0650  1.000 P  
10650.5830 10650.6480 2 2  1.5  1.5  5.5  6.5 3 122418.93   0.3143  0.510  0.0650  1.000 P  blended with'Cr1'
10651.4030 10651.3970 2 3  0.5  0.5 26.5 25.5 1 180514.70   0.8981  1.112 -0.0060  1.000 P  
10653.5930 10653.5870 1 2  2.5  2.5 35.5 34.5 1 178555.89   0.7831  1.200 -0.0060  1.000 P  
10655.8170 10656.3680 0 0  2.5  2.5 23.5 22.5 1 492177.55   0.3453  0.468  0.5510  0.999 P  
10656.3700 10657.0040 0 0  1.5  1.5 22.5 21.5 1 510980.50   0.3778  0.477  0.6340  1.000 P  
10658.2030 10658.2650 1 1  2.5  2.5 14.5 13.5 1 274216.74   0.6577  0.413  0.0620  0.907 P  
10658.2030 10658.2990 0 1  1.5  1.5 39.5 38.5 1 136958.51   0.6577  1.271  0.0960  0.085 P  
10658.5580 10658.5720 0 0  2.5  2.5 24.5 23.5 1 491249.18   0.2547  0.500  0.0140  0.681 P  
10658.5580 10658.6170 0 0  3.5  3.5 35.5 36.5 3 486393.62   0.2547  0.942  0.0590  0.314 P  
10658.8190 10658.8100 1 1  3.5  3.5 15.5 14.5 1 272327.27   0.2169  0.393 -0.0090  1.000 P  
10659.2120 10659.2420 1 1  2.5  2.5 20.5 20.5 2   6799.37   2.1583  0.575  0.0300  0.668 Q  
10661.1450 10661.2420 0 0  1.5  1.5 35.5 36.5 3 496421.80   0.3315  1.053  0.0970  1.000 P  
10663.1060 10663.0730 2 3  3.5  3.5 32.5 31.5 1 173067.76   3.4843  1.186 -0.0330  0.439 P  
10663.1060 10663.0950 0 0  2.5  3.5 15.5 14.5 1  15163.42   3.4843  0.223 -0.0110  0.561 Q  
10663.7080 10663.7210 1 1  0.5  0.5 10.5  9.5 1 298699.59   0.2887  0.411  0.0130  0.995 P  
10667.6340 10667.5880 2 2  2.5  2.5 11.5 12.5 3 127385.67   0.3527  0.559 -0.0460  1.000 P  
10668.6250 10668.2600 1 1  2.5  2.5 26.5 27.5 3 269268.83   1.2453  0.790 -0.3650  1.000 Pb 
10668.7780 10668.4530 2 2  1.5  1.5 10.5 11.5 3 131118.27   1.8952  0.577 -0.3250  1.000 P  
10670.1180 10670.1380 0 0  0.5  0.5 18.5 17.5 1 521218.74   0.3265  0.404  0.0200  1.000 P  
10670.4110 10670.3770 1 1  1.5  1.5 13.5 12.5 1 288971.27   0.1081  0.430 -0.0340  0.994 P  blended with'Cr1'
10672.1070 10672.2560 3 4  3.5  3.5 25.5 24.5 1 138393.39   1.6639  1.081  0.1490  1.000 P  
10672.6320 10672.6550 0 0  1.5  2.5 14.5 13.5 1   4820.30  12.6357  0.242  0.0230  1.000 Q  
10672.8260 10672.8370 0 0  2.5  3.5 16.5 15.5 1  15470.64   0.7704  0.245  0.0110  0.084 Q  
10672.8260 10672.8370 0 0  0.5  0.5 18.5 17.5 1 521206.72   0.7704  0.404  0.0110  0.916 P  
10673.0280 10673.0080 3 4  3.5  3.5 35.5 36.5 3 137007.02   1.8356  1.484 -0.0200  1.000 P  
10675.7540 10675.7770 2 2  1.5  1.5  2.5  3.5 3  99515.49   0.9593  0.489  0.0230  1.000 P  
10675.9910 10676.0500 2 2  2.5  2.5 13.5 14.5 3 128918.57   0.5004  0.595  0.0590  1.000 P  
10676.8940 10676.9050 1 1  0.5  0.5 10.5  9.5 1 298714.95   0.3143  0.411  0.0110  1.000 P  
10677.1620 10677.0650 2 2  1.5  1.5  9.5 10.5 3 130179.03   0.2808  0.562 -0.0970  0.957 P  
10679.3900 10679.3450 1 1  3.5  2.5 24.5 23.5 1  10601.16   3.0741  0.661 -0.0450  1.000 Q  
10679.6740 10679.6650 0 0  1.5  1.5 21.5 20.5 1 510939.85   0.3544  0.451 -0.0090  0.984 P  
10682.9550 10682.7910 2 2  3.5  3.5 13.5 14.5 3 126238.50   1.1780  0.558 -0.1640  1.000 P  
10683.3830 10683.4180 2 2  1.5  1.5  2.5  2.5 2  71799.76   0.7962  0.489  0.0350  1.000 Q  
10684.0210 10684.0460 2 2  3.5  3.5 14.5 15.5 3 127249.83   0.5924  0.578  0.0250  0.991 P  
10684.7790 10684.8110 0 0  0.5  0.5 20.5 19.5 1 519946.91   0.2966  0.459  0.0320  1.000 P  
10684.9410 10684.8910 0 0  1.5  1.5 28.5 28.5 2   3286.61  50.9505  0.716 -0.0500  1.000 Q  
10688.4570 10688.4540 0 0  3.5  3.5 27.5 26.5 1 496779.98   0.4026  0.561 -0.0030  0.995 Pb class {ne} s_A_
10690.3850 10690.0880 0 0  0.5  0.5 32.5 33.5 3 500368.39   0.8430  0.975 -0.2970  1.000 Pb class {ne} s_A_
10692.8860 10694.0320 1 1  1.5  1.5 13.5 12.5 1 288826.07   0.8391  0.432  1.1460  0.997 P  
10693.5710 10694.5470 2 2  3.5  3.5  9.5 10.5 3 118652.17   0.5998  0.492  0.9760  0.383 P  
10693.5710 10694.5700 1 1  3.5  3.5 29.5 30.5 3 271428.35   0.5998  0.856  0.9990  0.617 P  
10695.8400 10696.1710 1 1  2.5  2.5 15.5 14.5 1 274253.01   0.4908  0.436  0.3310  1.000 P  
10696.1740 10696.6290 2 2  3.5  3.5 10.5 11.5 3 121304.68   0.8230  0.506  0.4550  1.000 P  
10697.7280 10697.2240 1 1  3.5  3.5 17.5 16.5 1 273871.30   0.7714  0.439 -0.5040  0.995 P  
10698.0990 10697.4070 2 2  3.5  3.5  8.5  9.5 3 115129.02   1.3687  0.479 -0.6920  0.830 P  
10698.0990 10697.4640 0 0  3.5  2.5 31.5 30.5 1  15912.46   1.3687  0.748 -0.6350  0.150 Q  
10698.9470 10698.9750 2 2  3.5  3.5  8.5  9.5 3 115096.99   0.4512  0.479  0.0280  0.227 R  
10698.9470 10699.0210 1 1  3.5  3.5 17.5 16.5 1 273951.26   0.4512  0.440  0.0740  0.773 P  
10702.2230 10702.5010 1 1  0.5  0.5 22.5 23.5 3 279177.02   1.0851  0.744  0.2780  0.986 P  
10704.1620 10703.8190 2 2  2.5  2.5 15.5 16.5 3 129774.26   1.7019  0.639 -0.3430  1.000 P  
10704.5410 10704.0020 1 1  1.5  1.5 24.5 25.5 3 275929.78   2.0795  0.767 -0.5390  1.000 Pb 
10705.3410 10705.3310 1 1  2.5  2.5 16.5 15.5 1 274234.51   0.3147  0.458 -0.0100  0.992 P  
10705.6160 10705.6070 0 0  1.5  2.5 15.5 14.5 1   4894.00   9.3873  0.266 -0.0090  0.284 Q  
10705.6160 10705.6410 0 1  0.5  0.5 36.5 35.5 1 139533.32   9.3873  1.181  0.0250  0.716 Pb 
10706.0340 10706.0080 1 2  1.5  1.5 34.5 33.5 1 184711.65   0.2585  1.214 -0.0260  0.261 P  
10706.0340 10706.0420 2 2  3.5  3.5 14.5 15.5 3 127123.57   0.2585  0.580  0.0080  0.739 P  
10706.4040 10706.5580 2 2  3.5  3.5  7.5  8.5 3 110235.09   0.4258  0.468  0.1540  0.370 R  
10706.4040 10706.6040 0 0  3.5  3.5 39.5 40.5 3 489923.02   0.4258  1.144  0.2000  0.623 P  
10707.7840 10707.7390 1 1  0.5  0.5 11.5 10.5 1 297531.71   0.3113  0.431 -0.0450  1.000 P  
10708.1300 10708.0710 0 0  1.5  1.5 23.5 22.5 1 510729.83   0.4665  0.513 -0.0590  0.495 P  
10708.4780 10708.5870 2 2  2.5  2.5  3.5  3.5 2 109954.33   1.1584  0.464  0.1090  1.000 Q  
10710.9770 10710.9610 0 0  2.5  2.5 25.5 24.5 1 491350.24   0.4564  0.538 -0.0160  1.000 Pb class {ne} s_A_
10713.6900 10713.6810 1 1  1.5  1.5 14.5 13.5 1 288548.93   0.1813  0.454 -0.0090  0.998 P  
10714.0660 10714.0940 1 1  2.5  2.5 26.5 27.5 3 266649.04   1.2871  0.792  0.0280  0.829 Pb 
10714.0660 10714.2090 2 2  2.5  2.5  4.5  4.5 2  69496.71   1.2871  0.470  0.1430  0.148 Q  
10718.3600 10718.0100 1 1  2.5  2.5 27.5 28.5 3 269452.51   1.2576  0.830 -0.3500  1.000 Pb 
10718.6190 10718.4010 0 0  2.5  2.5 38.5 39.5 3 486237.83   2.1535  1.147 -0.2180  0.998 Pb 
10719.3970 10719.2970 2 2  0.5  0.5  5.5  6.5 3 128654.74   0.6356  0.546 -0.1000  1.000 P  
10720.5670 10720.5610 0 0  1.5  2.5 15.5 14.5 1   4924.78   1.3774  0.268 -0.0060  0.080 Q  
10720.5670 10720.5730 2 2  0.5  0.5  6.5  7.5 3 130081.02   1.3774  0.556  0.0060  0.371 P  
10720.5670 10720.6190 2 2  2.5  2.5 16.5 17.5 3 130070.65   1.3774  0.662  0.0520  0.549 P  
10723.9840 10724.0220 2 2  3.5  3.5 17.5 18.5 3 129332.04   1.3034  0.649  0.0380  0.979 P  
10724.7610 10724.7920 2 2  2.5  2.5 15.5 16.5 3 129521.86   2.7465  0.641  0.0310  1.000 P  
10726.7880 10726.9320 0 0  1.5  1.5 36.5 37.5 3 496505.75   2.7914  1.106  0.1440  1.000 Pb 
10728.4170 10728.5090 2 2  0.5  0.5  6.5  7.5 3 130046.47   1.8342  0.557  0.0920  1.000 P  
10729.0680 10729.0500 0 0  0.5  0.5 19.5 18.5 1 520539.75   0.6006  0.437 -0.0180  1.000 P  
10733.2830 10733.1840 2 2  0.5  0.5  2.5  3.5 3 119555.58   1.7889  0.524 -0.0990  1.000 P  
10733.6070 10733.6450 2 2  1.5  1.5  3.5  2.5 1 132510.13   5.0591  0.494  0.0380  0.880 Q  
10733.6070 10733.7020 1 1  2.5  1.5 23.5 22.5 1   4368.29   5.0591  0.676  0.0950  0.120 Q  
10735.0710 10735.0960 1 1  1.5  1.5 14.5 13.5 1 288456.52   0.1648  0.456  0.0250  0.987 R  
10736.3040 10736.3410 1 1  2.5  2.5 16.5 15.5 1 274264.79   0.1629  0.461  0.0370  1.000 P  
10736.5650 10736.5830 0 0  1.5  1.5 22.5 21.5 1 510589.47   0.3382  0.487  0.0180  0.997 P  
10737.7830 10737.8980 2 2  0.5  0.5  4.5  5.5 3 126694.01   1.4548  0.538  0.1150  1.000 P  
10739.7270 10739.7310 0 0  3.5  3.5 28.5 27.5 1 497235.90   0.3082  0.602  0.0040  1.000 Pb class {ne} s_A_
10748.1140 10747.8340 2 2  1.5  1.5 13.5 14.5 3 133078.14   0.7745  0.638 -0.2800  1.000 P  
10748.3110 10747.9730 1 1  0.5  0.5 23.5 24.5 3 279516.05   1.3118  0.782 -0.3380  1.000 P  
10749.6240 10749.5440 2 2  0.5  0.5  3.5  4.5 3 123912.55   1.2414  0.531 -0.0800  0.436 P  
10749.6240 10749.5440 2 3  3.5  3.5 33.5 32.5 1 173169.77   1.2414  1.232 -0.0800  0.334 P  
